wekalp_ref,BUSINESS_DATE,LOAN_NUM,MATURITY_DATE,START_DATE,OUTSTANDING_PRINCIPAL_AMOUNT,OUTSTANDING_INTEREST_AMOUNT,CURRENCY,BRANCH,PURPOSE,CUSTOMER_CODE,COUNTERPARTY_TYPE,SECURED_IND,PRODUCT TYPE,CUSTOMER NAME,ORG_DESC,INDUSTRY_DESC,CUSTOMER_TYPE,TOT_OUT_AMT_INR,LR_BUCKET,SYSTEM_ASSET_CLASSIFICATION,Asset Classification ID
wekalp_ref4947,20221231,DEL-INR-OD-15289-7220,20250331,20200301,-1033939.8,-14388.87,INR,DEL,LA,CUST-15289,Individual,Y,OD,ABC8586,Agriculture,Leather,SMALL,-1048328.67,Over 1 Year and upto 3 years,STANDARD,4
wekalp_ref4948,20221231,MUM-INR-OD-14585-7221,20250331,20200301,-594911.24,-12719.79,INR,MUM,LA,CUST-14585,Cooperative Bank,Y,OD,ABC6680,Aviation,Food Processing,MICRO,-607631.03,Over 10 year and up to 15 years,STANDARD,5
wekalp_ref4949,20221231,DUB-GBP-CC-41859-7224,20250331,20200301,1903554.61,14289.99,GBP,DUB,LA,CUST-41859,Overseas Bank,Y,CC,ABC3715,Shipping,Others,LARGE,190878278.42650002,Over 3 Months and upto 6 months,STANDARD,5
wekalp_ref4950,20221231,DEL-GBP-CC-40039-7225,20250331,20200301,1207189.59,13235.94,GBP,DEL,LA,CUST-40039,Individual,Y,CC,ABC648,Agriculture,Electronics,MICRO,121465901.93707499,Over 6 Months and upto 1 year,STANDARD,3
wekalp_ref4951,20221231,DUB-USD-OD-41488-7226,20250331,20200301,-531363.71,-3895.83,USD,DUB,MM,CUST-41488,Cooperative Bank,Y,OD,ABC7863,Aviation,Sugar,MICRO,-44279345.44649999,More than 2 months and upto 3 months,SUB-STANDARD,5
wekalp_ref4952,20221231,MUM-EUR-CC-30593-7228,20250331,20200301,984444.94,11032.92,EUR,MUM,MM,CUST-30593,Overseas Bank,N,CC,ABC6822,Agriculture,Tea,SMALL,87736441.1911,Over 7 years and up to 10 years,SUB-STANDARD,3
wekalp_ref4953,20221231,MUM-USD-CM-20979-7230,20250331,20200301,1775719.93,4471.31,USD,MUM,MM,CUST-20979,Overseas Bank,Y,CM,ABC634,Individual,Wood,SMALL,147266320.329,Over 15 years,STANDARD,4
wekalp_ref4954,20221231,DEL-USD-CM-21083-7231,20250331,20200301,1531239.7,12348.01,USD,DEL,LA,CUST-21083,Cooperative Bank,Y,CM,ABC2840,Aviation,Sugar,MICRO,127693293.30974999,31 Days and upto 2 months,SUB-STANDARD,1
wekalp_ref4955,20221231,MUM-EUR-CC-65079-7232,20250331,20200301,1902561.87,15373.7,EUR,MUM,LA,CUST-65079,Financial Institution,Y,CC,ABC4363,Housing Finance,Leather,MEDIUM,169037251.46195,More than 2 months and upto 3 months,SUB-STANDARD,5
wekalp_ref4956,20221231,DUB-GBP-CM-64984-7233,20250331,20200301,741190.81,7758.04,GBP,DUB,LA,CUST-64984,Individual,Y,CM,ABC1286,Housing Finance,Sugar,MICRO,74541006.66837502,Over 10 year and up to 15 years,SUB-STANDARD,3
wekalp_ref4957,20221231,DUB-USD-CC-63190-7234,20250331,20200301,1965889.89,13546.42,USD,DUB,LA,CUST-63190,Corporate,N,CC,ABC365,Transport,Leather,SMALL,163748868.74474996,Over 6 Months and upto 1 year,SUB-STANDARD,4
wekalp_ref4958,20221231,MUM-EUR-OD-46973-7237,20250331,20200301,-1633441.0,-17171.32,EUR,MUM,LA,CUST-46973,Individual,N,OD,ABC2349,Transport,Fertilizer,MEDIUM,-145476716.82320002,15-30 Days,SUB-STANDARD,3
wekalp_ref4959,20221231,MUM-GBP-CC-77209-7239,20250331,20200301,167817.38,16811.4,GBP,MUM,MM,CUST-77209,Overseas Bank,Y,CC,ABC3778,Tourism,Telecommunication,MICRO,18375640.90145,Over 3 Years and upto 5 years,STANDARD,4
wekalp_ref4960,20221231,DEL-EUR-TL-62712-7242,20250331,20200301,1656374.99,9591.26,EUR,DEL,LA,CUST-62712,Cooperative Bank,Y,TL,ABC8345,Agriculture,Wood,LARGE,146829935.44375,Over 6 Months and upto 1 year,SUB-STANDARD,4
wekalp_ref4961,20221231,DUB-USD-TL-13640-7244,20250331,20200301,52156.68,18527.94,USD,DUB,LA,CUST-13640,Financial Institution,Y,TL,ABC8864,Agriculture,Leather,SMALL,5847385.189499999,Over 15 years,STANDARD,5
wekalp_ref4962,20221231,DEL-EUR-OD-32405-7245,20250331,20200301,-1224873.11,-4241.91,EUR,DEL,LA,CUST-32405,Cooperative Bank,Y,OD,ABC302,Individual,Fertilizer,MICRO,-108328052.28770001,8-14 Days,STANDARD,4
wekalp_ref4963,20221231,DEL-INR-CC-71529-7246,20250331,20200301,1348833.71,5713.23,INR,DEL,LA,CUST-71529,Overseas Bank,N,CC,ABC1033,Individual,Fertilizer,LARGE,1354546.94,Day - 1,STANDARD,4
wekalp_ref4964,20221231,DUB-INR-TL-71849-7252,20250331,20200301,1893387.88,10388.22,INR,DUB,MM,CUST-71849,Overseas Bank,Y,TL,ABC987,Software,Others,MICRO,1903776.1,Day - 1,STANDARD,3
wekalp_ref4965,20221231,MUM-INR-OD-53929-7253,20250331,20200301,-45854.13,-6322.32,INR,MUM,LA,CUST-53929,Cooperative Bank,N,OD,ABC2948,Transport,Fertilizer,SMALL,-52176.45,Day - 1,SUB-STANDARD,5
wekalp_ref4966,20221231,DUB-EUR-CM-38874-7254,20250331,20200301,552383.4,12092.9,EUR,DUB,LA,CUST-38874,Cooperative Bank,N,CM,ABC662,Aviation,Electronics,LARGE,49750118.700500004,Over 1 Year and upto 3 years,STANDARD,4
wekalp_ref4967,20221231,DEL-GBP-CM-47196-7255,20250331,20200301,231843.49,18349.96,GBP,DEL,LA,CUST-47196,Corporate,N,CM,ABC7098,Others,Railways,MEDIUM,24901128.594875,Over 3 Months and upto 6 months,SUB-STANDARD,3
wekalp_ref4968,20221231,DEL-EUR-OD-64219-7256,20250331,20200301,-308225.52,-10850.98,EUR,DEL,LA,CUST-64219,Corporate,N,OD,ABC6161,Housing Finance,Fertilizer,MEDIUM,-28121807.3275,Over 3 Years and upto 5 years,STANDARD,3
wekalp_ref4969,20221231,DEL-USD-TL-52963-7257,20250331,20200301,1573540.12,2464.06,USD,DEL,LA,CUST-52963,Individual,Y,TL,ABC6741,Real Estate,Food Processing,MEDIUM,130374945.7905,Over 1 Year and upto 3 years,STANDARD,4
wekalp_ref4970,20221231,DEL-EUR-CC-23263-7258,20250331,20200301,207418.41,16947.86,EUR,DEL,LA,CUST-23263,Cooperative Bank,Y,CC,ABC3573,Shipping,Fertilizer,MICRO,19774521.206450004,Over 15 years,SUB-STANDARD,4
wekalp_ref4971,20221231,DEL-GBP-CM-67714-7259,20250331,20200301,496257.72,15887.87,GBP,DEL,LA,CUST-67714,Overseas Bank,Y,CM,ABC2484,Others,Food Processing,MICRO,50972570.208725,Over 10 year and up to 15 years,DOUBTFUL,4
wekalp_ref4972,20221231,DEL-INR-OD-60120-7260,20250331,20200301,-948943.44,-14883.26,INR,DEL,LA,CUST-60120,Financial Institution,Y,OD,ABC3643,Housing Finance,Iron and Steel,SMALL,-963826.7,Over 5 years and upto 7 years,SUB-STANDARD,2
wekalp_ref4973,20221231,MUM-EUR-TL-69382-7264,20250331,20200301,1153334.17,8013.15,EUR,MUM,LA,CUST-69382,Corporate,N,TL,ABC4617,Real Estate,Railways,MEDIUM,102355346.0482,Over 7 years and up to 10 years,STANDARD,5
wekalp_ref4974,20221231,DUB-USD-OD-70446-7265,20250331,20200301,-1399133.44,-16546.41,USD,DUB,LA,CUST-70446,Individual,N,OD,ABC358,Real Estate,Sugar,MICRO,-117112115.59125,Day - 1,SUB-STANDARD,5
wekalp_ref4975,20221231,DEL-USD-CM-65047-7266,20250331,20200301,510258.98,2076.46,USD,DEL,LA,CUST-65047,Individual,N,CM,ABC4812,Aviation,Leather,MICRO,42382949.274,Day - 1,STANDARD,4
wekalp_ref4976,20221231,MUM-GBP-TL-27895-7267,20250331,20200301,946849.18,12611.02,GBP,MUM,MM,CUST-27895,Overseas Bank,Y,TL,ABC1280,Others,Food Processing,SMALL,95492675.05550002,Over 6 Months and upto 1 year,STANDARD,5
wekalp_ref4977,20221231,DEL-INR-OD-19941-7270,20250331,20200301,-1555654.9,-16502.9,INR,DEL,MM,CUST-19941,Financial Institution,Y,OD,ABC856,Transport,Tea,SMALL,-1572157.7999999998,Day - 1,STANDARD,5
wekalp_ref4978,20221231,DUB-USD-TL-58156-7272,20250331,20200301,1630591.31,11408.66,USD,DUB,LA,CUST-58156,Financial Institution,N,TL,ABC7934,Tourism,Iron and Steel,SMALL,135834447.51825,Over 6 Months and upto 1 year,STANDARD,5
wekalp_ref4979,20221231,DEL-USD-CC-12526-7273,20250331,20200301,321789.74,10459.42,USD,DEL,LA,CUST-12526,Corporate,N,CC,ABC9239,Individual,Fertilizer,MEDIUM,27485311.760999996,Over 10 year and up to 15 years,DOUBTFUL,2
wekalp_ref4980,20221231,DUB-INR-OD-70494-7274,20250331,20200301,-1599371.27,-9626.86,INR,DUB,LA,CUST-70494,Overseas Bank,N,OD,ABC6291,Housing Finance,Food Processing,SMALL,-1608998.1300000001,Over 10 year and up to 15 years,STANDARD,5
wekalp_ref4981,20221231,MUM-GBP-CC-26319-7275,20250331,20200301,24636.68,18579.36,GBP,MUM,MM,CUST-26319,Financial Institution,N,CC,ABC4593,Real Estate,Electronics,MEDIUM,4301184.4211,Over 6 Months and upto 1 year,STANDARD,5
wekalp_ref4982,20221231,DEL-USD-CC-47468-7276,20250331,20200301,865770.4,6806.83,USD,DEL,LA,CUST-47468,Cooperative Bank,N,CC,ABC6618,Individual,Food Processing,MICRO,72183951.35174999,31 Days and upto 2 months,STANDARD,4
wekalp_ref4983,20221231,MUM-GBP-CM-70115-7278,20250331,20200301,303176.76,4920.22,GBP,MUM,LA,CUST-70115,Financial Institution,N,CM,ABC8163,Transport,Others,SMALL,30664122.176950004,Over 10 year and up to 15 years,SUB-STANDARD,4
wekalp_ref4984,20221231,MUM-INR-CM-57532-7279,20250331,20200301,734965.39,18846.33,INR,MUM,LA,CUST-57532,Overseas Bank,N,CM,ABC2549,Housing Finance,Food Processing,SMALL,753811.72,31 Days and upto 2 months,STANDARD,4
wekalp_ref4985,20221231,MUM-EUR-CC-30094-7280,20250331,20200301,90828.24,2475.93,EUR,MUM,LA,CUST-30094,Financial Institution,Y,CC,ABC5395,Individual,Sugar,SMALL,8223363.02295,2-7 Days,SUB-STANDARD,3
wekalp_ref4986,20221231,DEL-EUR-CM-42317-7281,20250331,20200301,1320544.44,5462.07,EUR,DEL,MM,CUST-42317,Cooperative Bank,N,CM,ABC2799,Others,Telecommunication,MICRO,116867583.75885,Day - 1,STANDARD,3
wekalp_ref4987,20221231,DEL-EUR-OD-74323-7282,20250331,20200301,-93418.87,-4465.37,EUR,DEL,LA,CUST-74323,Individual,N,OD,ABC5616,Tourism,Leather,LARGE,-8627027.4924,Over 1 Year and upto 3 years,STANDARD,2
wekalp_ref4988,20221231,DEL-EUR-TL-32652-7283,20250331,20200301,1834145.53,8270.24,EUR,DEL,LA,CUST-32652,Corporate,N,TL,ABC9289,Transport,Fertilizer,SMALL,162381313.88895002,Over 6 Months and upto 1 year,STANDARD,5
wekalp_ref4989,20221231,MUM-EUR-TL-54746-7284,20250331,20200301,1042710.36,6549.74,EUR,MUM,LA,CUST-54746,Overseas Bank,Y,TL,ABC8501,Aviation,Wood,SMALL,92476538.91350001,2-7 Days,STANDARD,5
wekalp_ref4990,20221231,DUB-EUR-TL-36201-7287,20250331,20200301,770257.27,7119.29,EUR,DUB,MM,CUST-36201,Financial Institution,N,TL,ABC5198,Agriculture,Railways,MEDIUM,68514083.1156,Over 3 Months and upto 6 months,STANDARD,4
wekalp_ref4991,20221231,MUM-INR-OD-70569-7289,20250331,20200301,-740749.81,-6179.94,INR,MUM,LA,CUST-70569,Individual,N,OD,ABC2942,Others,Man Made Textiles,MICRO,-746929.75,More than 2 months and upto 3 months,STANDARD,5
wekalp_ref4992,20221231,DUB-EUR-CC-42912-7290,20250331,20200301,894769.63,12391.51,EUR,DUB,MM,CUST-42912,Cooperative Bank,Y,CC,ABC5818,Transport,Fertilizer,MICRO,79952647.0739,Over 3 Months and upto 6 months,STANDARD,4
wekalp_ref4993,20221231,DEL-USD-TL-21298-7291,20250331,20200301,425867.76,5547.11,USD,DEL,LA,CUST-21298,Corporate,N,TL,ABC2829,Individual,Sugar,SMALL,35688795.120749995,Over 6 Months and upto 1 year,SUB-STANDARD,4
wekalp_ref4994,20221231,DUB-INR-CC-60971-7292,20250331,20200301,1832506.12,6170.05,INR,DUB,LA,CUST-60971,Corporate,Y,CC,ABC7413,Others,Leather,MEDIUM,1838676.17,More than 2 months and upto 3 months,STANDARD,4
wekalp_ref4995,20221231,DEL-INR-OD-50611-7293,20250331,20200301,-600970.55,-14946.54,INR,DEL,LA,CUST-50611,Financial Institution,Y,OD,ABC9035,Agriculture,Fertilizer,MICRO,-615917.0900000001,8-14 Days,STANDARD,2
wekalp_ref4996,20221231,MUM-INR-TL-55505-7294,20250331,20200301,1206473.71,8487.77,INR,MUM,LA,CUST-55505,Financial Institution,N,TL,ABC1600,Real Estate,Man Made Textiles,MEDIUM,1214961.48,15-30 Days,STANDARD,5
wekalp_ref4997,20221231,MUM-USD-CC-28848-7295,20250331,20200301,1881951.54,2353.32,USD,MUM,LA,CUST-28848,Corporate,N,CC,ABC8820,Shipping,Food Processing,SMALL,155879119.5435,8-14 Days,SUB-STANDARD,3
wekalp_ref4998,20221231,MUM-GBP-CM-57800-7296,20250331,20200301,550587.76,14730.99,GBP,MUM,LA,CUST-57800,Overseas Bank,Y,CM,ABC447,Aviation,Others,SMALL,56264761.890625,31 Days and upto 2 months,SUB-STANDARD,5
wekalp_ref4999,20221231,DUB-INR-OD-37974-7298,20250331,20200301,-723366.89,-7866.81,INR,DUB,LA,CUST-37974,Corporate,N,OD,ABC7411,Agriculture,Sugar,MEDIUM,-731233.7000000001,Day - 1,STANDARD,3
wekalp_ref5000,20221231,DUB-INR-OD-72444-7300,20250331,20200301,-692170.58,-6456.8,INR,DUB,MM,CUST-72444,Overseas Bank,Y,OD,ABC1729,Shipping,Others,MICRO,-698627.38,2-7 Days,SUB-STANDARD,2
wekalp_ref5001,20221231,MUM-USD-CC-70179-7301,20250331,20200301,1231804.52,7301.22,USD,MUM,MM,CUST-70179,Financial Institution,N,CC,ABC682,Tourism,Food Processing,SMALL,102505022.3415,Over 1 Year and upto 3 years,SUB-STANDARD,5
wekalp_ref5002,20221231,DEL-USD-CM-39550-7303,20250331,20200301,1410977.17,15351.95,USD,DEL,LA,CUST-39550,Overseas Bank,N,CM,ABC2116,Others,Iron and Steel,MICRO,117993076.45199998,Over 5 years and upto 7 years,STANDARD,2
wekalp_ref5003,20221231,MUM-GBP-TL-61137-7306,20250331,20200301,1195656.35,11729.02,GBP,MUM,LA,CUST-61137,Corporate,N,TL,ABC7961,Housing Finance,Tea,LARGE,120168047.41267502,15-30 Days,STANDARD,4
wekalp_ref5004,20221231,MUM-INR-CC-17763-7307,20250331,20200301,1951769.98,13067.84,INR,MUM,LA,CUST-17763,Corporate,Y,CC,ABC607,Agriculture,Railways,MICRO,1964837.82,Over 1 Year and upto 3 years,SUB-STANDARD,4
wekalp_ref5005,20221231,DEL-USD-CM-46390-7308,20250331,20200301,1114480.67,12802.85,USD,DEL,LA,CUST-46390,Individual,N,CM,ABC956,Real Estate,Tea,MEDIUM,93254529.192,Over 7 years and up to 10 years,STANDARD,4
wekalp_ref5006,20221231,DUB-INR-TL-38652-7309,20250331,20200301,529708.48,9644.65,INR,DUB,LA,CUST-38652,Cooperative Bank,N,TL,ABC8268,Tourism,Others,LARGE,539353.13,2-7 Days,STANDARD,5
wekalp_ref5007,20221231,DEL-EUR-CC-24318-7310,20250331,20200301,634834.62,7947.89,EUR,DEL,MM,CUST-24318,Overseas Bank,N,CC,ABC9042,Housing Finance,Others,MICRO,56651636.518850006,15-30 Days,STANDARD,5
wekalp_ref5008,20221231,DEL-USD-CC-61102-7312,20250331,20200301,1392257.4,10313.08,USD,DEL,LA,CUST-61102,Individual,N,CC,ABC9742,Transport,Fertilizer,MEDIUM,116027642.958,31 Days and upto 2 months,STANDARD,5
wekalp_ref5009,20221231,DUB-EUR-OD-16141-7314,20250331,20200301,-993709.9,-3120.62,EUR,DUB,LA,CUST-16141,Overseas Bank,Y,OD,ABC5419,Aviation,Electronics,MEDIUM,-87855657.88020001,Over 6 Months and upto 1 year,STANDARD,5
wekalp_ref5010,20221231,MUM-GBP-CC-46065-7316,20250331,20200301,457722.61,11491.71,GBP,MUM,MM,CUST-46065,Overseas Bank,Y,CC,ABC2820,Transport,Sugar,MEDIUM,46699728.2338,Over 7 years and up to 10 years,STANDARD,5
wekalp_ref5011,20221231,MUM-USD-TL-73886-7317,20250331,20200301,1402536.86,6340.12,USD,MUM,LA,CUST-73886,Individual,Y,TL,ABC5367,Real Estate,Sugar,SMALL,116549348.17050003,Over 1 Year and upto 3 years,STANDARD,1
wekalp_ref5012,20221231,DEL-GBP-CC-69569-7318,20250331,20200301,176603.77,2825.96,GBP,DEL,LA,CUST-69569,Financial Institution,N,CC,ABC3191,Shipping,Wood,LARGE,17858192.452575,Over 1 Year and upto 3 years,STANDARD,5
wekalp_ref5013,20221231,MUM-EUR-CC-17672-7319,20250331,20200301,534071.02,11798.24,EUR,MUM,LA,CUST-17672,Financial Institution,N,CC,ABC5667,Individual,Others,SMALL,48110187.230100006,Over 5 years and upto 7 years,STANDARD,4
wekalp_ref5014,20221231,MUM-USD-CM-72234-7320,20250331,20200301,68554.77,13902.38,USD,MUM,LA,CUST-72234,Financial Institution,Y,CM,ABC4607,Agriculture,Leather,SMALL,6821267.733750001,15-30 Days,STANDARD,2
wekalp_ref5015,20221231,DEL-INR-OD-42032-7321,20250331,20200301,-315149.02,-8928.77,INR,DEL,LA,CUST-42032,Overseas Bank,Y,OD,ABC4528,Tourism,Food Processing,MICRO,-324077.79,Over 15 years,STANDARD,5
wekalp_ref5016,20221231,DUB-INR-CM-41693-7323,20250331,20200301,1625851.05,15326.24,INR,DUB,MM,CUST-41693,Financial Institution,N,CM,ABC8500,Others,Leather,MEDIUM,1641177.29,Over 1 Year and upto 3 years,SUB-STANDARD,1
wekalp_ref5017,20221231,MUM-USD-CM-64082-7324,20250331,20200301,970243.94,11329.55,USD,MUM,LA,CUST-64082,Overseas Bank,Y,CM,ABC1472,Tourism,Others,SMALL,81200666.96024999,Over 5 years and upto 7 years,DOUBTFUL,3
wekalp_ref5018,20221231,DUB-INR-OD-38137-7325,20250331,20200301,-1540953.57,-2127.88,INR,DUB,LA,CUST-38137,Corporate,Y,OD,ABC9744,Housing Finance,Man Made Textiles,SMALL,-1543081.45,2-7 Days,SUB-STANDARD,4
wekalp_ref5019,20221231,DUB-EUR-CC-67392-7330,20250331,20200301,1297444.34,2195.11,EUR,DUB,LA,CUST-67392,Individual,N,CC,ABC8754,Transport,Wood,MICRO,114543722.92575002,Over 5 years and upto 7 years,STANDARD,4
wekalp_ref5020,20221231,MUM-GBP-OD-11987-7331,20250331,20200301,-1210691.88,-10358.56,GBP,MUM,LA,CUST-11987,Corporate,N,OD,ABC5457,Real Estate,Man Made Textiles,SMALL,-121528097.66710001,Over 5 years and upto 7 years,SUB-STANDARD,4
wekalp_ref5021,20221231,DUB-INR-CC-17106-7333,20250331,20200301,1028169.22,17766.57,INR,DUB,LA,CUST-17106,Financial Institution,N,CC,ABC2232,Housing Finance,Sugar,MEDIUM,1045935.79,Over 15 years,SUB-STANDARD,5
wekalp_ref5022,20221231,DEL-INR-TL-59031-7334,20250331,20200301,207198.9,18047.39,INR,DEL,LA,CUST-59031,Corporate,N,TL,ABC2318,Tourism,Fertilizer,LARGE,225246.29,2-7 Days,SUB-STANDARD,5
wekalp_ref5023,20221231,DEL-EUR-OD-45858-7335,20250331,20200301,-1054261.4,-16231.97,EUR,DEL,LA,CUST-45858,Individual,N,OD,ABC1493,Real Estate,Tea,MICRO,-94347933.16495,31 Days and upto 2 months,STANDARD,5
wekalp_ref5024,20221231,MUM-GBP-CM-41760-7336,20250331,20200301,1307231.38,3838.48,GBP,MUM,MM,CUST-41760,Overseas Bank,N,CM,ABC9659,Real Estate,Tea,MICRO,130487505.49115,Over 5 years and upto 7 years,SUB-STANDARD,1
wekalp_ref5025,20221231,DUB-INR-OD-12782-7337,20250331,20200301,-1922592.77,-5333.53,INR,DUB,LA,CUST-12782,Corporate,Y,OD,ABC9279,Shipping,Iron and Steel,SMALL,-1927926.3,Over 6 Months and upto 1 year,SUB-STANDARD,2
wekalp_ref5026,20221231,DUB-USD-CM-32689-7338,20250331,20200301,1621789.11,18852.26,USD,DUB,LA,CUST-32689,Individual,N,CM,ABC8771,Tourism,Fertilizer,LARGE,135722057.33325,Over 1 Year and upto 3 years,STANDARD,4
wekalp_ref5027,20221231,DEL-INR-CM-66041-7339,20250331,20200301,1760314.58,12268.9,INR,DEL,LA,CUST-66041,Financial Institution,Y,CM,ABC3516,Aviation,Others,MICRO,1772583.48,Over 15 years,STANDARD,5
wekalp_ref5028,20221231,DUB-USD-CM-36127-7340,20250331,20200301,1768290.16,8121.92,USD,DUB,MM,CUST-36127,Overseas Bank,N,CM,ABC5642,Aviation,Wood,SMALL,146953689.318,Over 6 Months and upto 1 year,STANDARD,5
wekalp_ref5029,20221231,DEL-EUR-TL-21116-7341,20250331,20200301,845711.81,12755.39,EUR,DEL,MM,CUST-21116,Overseas Bank,Y,TL,ABC7555,Others,Fertilizer,SMALL,75661006.672,Over 1 Year and upto 3 years,STANDARD,3
wekalp_ref5030,20221231,DEL-EUR-CM-24956-7342,20250331,20200301,1291327.68,13548.4,EUR,DEL,MM,CUST-24956,Overseas Bank,Y,CM,ABC1026,Software,Telecommunication,MICRO,115005253.31079999,More than 2 months and upto 3 months,STANDARD,5
wekalp_ref5031,20221231,DEL-GBP-OD-24120-7343,20250331,20200301,-1608788.5,-6427.13,GBP,DEL,LA,CUST-24120,Cooperative Bank,Y,OD,ABC9551,Tourism,Others,MEDIUM,-160758373.61482498,Over 15 years,SUB-STANDARD,3
wekalp_ref5032,20221231,MUM-USD-TL-20835-7344,20250331,20200301,798323.08,17905.0,USD,MUM,LA,CUST-20835,Corporate,Y,TL,ABC3821,Others,Others,SMALL,67522467.918,Over 7 years and up to 10 years,STANDARD,4
wekalp_ref5033,20221231,MUM-INR-TL-30909-7346,20250331,20200301,1027726.24,8752.77,INR,MUM,MM,CUST-30909,Financial Institution,N,TL,ABC8139,Housing Finance,Man Made Textiles,MICRO,1036479.01,31 Days and upto 2 months,DOUBTFUL,4
wekalp_ref5034,20221231,DUB-EUR-CM-41733-7348,20250331,20200301,1224309.5,10235.95,EUR,DUB,LA,CUST-41733,Individual,N,CM,ABC1422,Agriculture,Food Processing,MEDIUM,108806663.23575,More than 2 months and upto 3 months,SUB-STANDARD,1
wekalp_ref5035,20221231,DUB-USD-CC-47504-7352,20250331,20200301,1158806.13,10678.93,USD,DUB,LA,CUST-47504,Financial Institution,Y,CC,ABC7000,Others,Iron and Steel,MEDIUM,96745651.58849998,8-14 Days,SUB-STANDARD,5
wekalp_ref5036,20221231,DUB-EUR-TL-19075-7354,20250331,20200301,579820.34,10552.36,EUR,DUB,LA,CUST-19075,Financial Institution,Y,TL,ABC5680,Tourism,Railways,MEDIUM,52032497.9145,Day - 1,DOUBTFUL,5
wekalp_ref5037,20221231,DUB-USD-CM-57263-7355,20250331,20200301,1529459.88,8760.68,USD,DUB,MM,CUST-57263,Cooperative Bank,Y,CM,ABC4358,Agriculture,Telecommunication,MICRO,127249295.82599998,Over 3 Years and upto 5 years,STANDARD,5
wekalp_ref5038,20221231,DUB-INR-OD-14018-7356,20250331,20200301,-1020078.94,-15844.37,INR,DUB,LA,CUST-14018,Financial Institution,N,OD,ABC8753,Others,Food Processing,MEDIUM,-1035923.31,Over 6 Months and upto 1 year,SUB-STANDARD,5
wekalp_ref5039,20221231,DEL-USD-OD-44979-7357,20250331,20200301,-1150785.07,-10894.48,USD,DEL,MM,CUST-44979,Cooperative Bank,N,OD,ABC3119,Agriculture,Sugar,SMALL,-96099940.77374999,Over 3 Months and upto 6 months,STANDARD,5
wekalp_ref5040,20221231,DUB-USD-OD-62184-7358,20250331,20200301,-467203.12,-8129.83,USD,DUB,MM,CUST-62184,Cooperative Bank,N,OD,ABC9257,Others,Tea,SMALL,-39321918.28875,Over 3 Years and upto 5 years,SUB-STANDARD,3
wekalp_ref5041,20221231,DUB-USD-TL-38044-7365,20250331,20200301,315218.24,5187.19,USD,DUB,MM,CUST-38044,Cooperative Bank,N,TL,ABC611,Individual,Wood,SMALL,26505539.196749996,Over 3 Years and upto 5 years,SUB-STANDARD,5
wekalp_ref5042,20221231,DEL-EUR-TL-54607-7366,20250331,20200301,157140.43,14523.34,EUR,DEL,LA,CUST-54607,Overseas Bank,Y,TL,ABC7567,Real Estate,Railways,MICRO,15129586.36895,15-30 Days,STANDARD,5
wekalp_ref5043,20221231,DUB-EUR-CC-74852-7367,20250331,20200301,1179987.99,9583.35,EUR,DUB,LA,CUST-74852,Financial Institution,N,CC,ABC4519,Housing Finance,Iron and Steel,LARGE,104842870.05090001,Over 10 year and up to 15 years,STANDARD,5
wekalp_ref5044,20221231,MUM-INR-CC-40379-7369,20250331,20200301,202369.65,19491.02,INR,MUM,LA,CUST-40379,Individual,N,CC,ABC6989,Software,Tea,MEDIUM,221860.67,Over 15 years,STANDARD,5
wekalp_ref5045,20221231,MUM-EUR-CC-47706-7370,20250331,20200301,1366774.31,15237.25,EUR,MUM,LA,CUST-47706,Financial Institution,N,CC,ABC5637,Tourism,Electronics,MICRO,121803588.84060001,Over 3 Years and upto 5 years,STANDARD,2
wekalp_ref5046,20221231,DEL-EUR-CM-38688-7371,20250331,20200301,1310889.9,14551.03,EUR,DEL,MM,CUST-38688,Cooperative Bank,Y,CM,ABC5432,Aviation,Others,MICRO,116817736.36555,Over 3 Months and upto 6 months,STANDARD,5
wekalp_ref5047,20221231,DEL-USD-CM-14845-7373,20250331,20200301,720633.88,6462.73,USD,DEL,LA,CUST-14845,Overseas Bank,Y,CM,ABC6443,Software,Telecommunication,MICRO,60149067.062249996,2-7 Days,STANDARD,4
wekalp_ref5048,20221231,DUB-EUR-CC-32256-7374,20250331,20200301,1116618.43,10902.4,EUR,DUB,LA,CUST-32256,Overseas Bank,Y,CC,ABC1766,Aviation,Telecommunication,MEDIUM,99374048.35204999,8-14 Days,STANDARD,1
wekalp_ref5049,20221231,DEL-GBP-CC-12720-7375,20250331,20200301,1817130.44,11586.64,GBP,DEL,MM,CUST-12720,Financial Institution,N,CC,ABC355,Real Estate,Tea,SMALL,182007639.1797,Over 3 Years and upto 5 years,SUB-STANDARD,5
wekalp_ref5050,20221231,MUM-EUR-CC-17655-7376,20250331,20200301,444773.42,10281.44,EUR,MUM,MM,CUST-17655,Financial Institution,N,CC,ABC2208,Aviation,Others,MICRO,40106260.086100005,Over 1 Year and upto 3 years,STANDARD,3
wekalp_ref5051,20221231,DUB-EUR-OD-28139-7377,20250331,20200301,-1559643.67,-10991.39,EUR,DUB,MM,CUST-28139,Overseas Bank,N,OD,ABC4290,Individual,Leather,LARGE,-138427921.0131,15-30 Days,STANDARD,5
wekalp_ref5052,20221231,MUM-INR-CC-46424-7378,20250331,20200301,1616617.73,14193.09,INR,MUM,LA,CUST-46424,Overseas Bank,Y,CC,ABC1722,Agriculture,Sugar,LARGE,1630810.82,Over 6 Months and upto 1 year,DOUBTFUL,5
